index,PPT,Condition,Correct,RT
1159,1,1,1,0.431005761
1160,1,1,0,0.122425927
1161,1,1,1,0.080451177
1163,1,1,0,0.096456481
1164,1,2,0,0.060471004
1166,1,1,0,0.08345998
1171,1,1,0,0.092855065
1173,1,1,0,0.213407915
1175,1,1,1,0.225723048
1176,1,2,0,0.081612847
1178,1,1,0,0.019952523
1179,1,1,1,0.055426633
1180,1,1,0,0.035487082
1181,1,2,1,0.486447414
1182,1,2,0,0.068126827
1183,1,1,0,0.111911843
1184,1,1,0,0.110445333
1188,1,2,1,0.53801729
1189,1,2,0,0.369804575
1190,1,1,1,0.742262931
1193,1,1,1,0.101640129
1194,1,2,0,0.105777831
1196,1,1,1,0.05131863
1197,1,2,0,0.159096185
1198,1,2,1,0.078016211
1201,1,1,1,0.143509738
1202,1,2,1,0.093023018
1203,1,1,1,0.122171609
1204,1,2,0,0.102972482
1205,1,2,1,0.795342329
1207,1,2,1,0.172460678
1209,1,2,1,0.009301551
1211,1,2,0,0.035597343
1213,1,2,1,0.090068833
1216,1,2,0,0.151249196
1217,1,2,1,0.253942099
1219,1,2,0,0.066624132
1220,1,1,1,0.373070085
1221,1,2,1,0.089798471
1222,1,2,0,0.101549667
1223,1,2,0,0.07507807
1226,1,2,0,0.325051785
1227,1,2,1,0.610176678
1228,1,1,0,0.217555516
1229,1,2,0,0.169198922
1230,1,2,0,0.351514165
1233,1,1,1,0.220822393
1235,1,2,1,0.449590429
1236,1,1,0,0.078246292
1237,1,1,0,0.050019731
1238,1,1,1,0.046267432
1240,1,1,1,0.120069133
1242,1,1,0,0.264790381
1243,1,2,0,0.210001761
1244,1,2,1,0.06449742
1245,1,2,1,0.180835419
1246,1,1,1,0.091896509
1248,1,2,1,0.22325019
1249,1,1,0,0.208283323
1250,1,2,1,0.248441321
1251,1,2,0,0.113119597
1252,1,2,1,0.404618482
1253,1,2,0,0.216167521
1254,1,2,1,0.576260905
1256,1,1,0,0.397202298
1258,1,1,0,0.356131145
1259,1,2,1,0.334799843
1260,1,1,1,0.136726105
1261,1,2,1,0.142921905
1262,1,1,0,0.172615317
1263,1,2,1,0.522069677
1265,1,1,0,0.263280858
1266,1,1,1,0.358886995
1267,1,1,1,0.547618901
1268,1,1,1,0.394820926
1276,1,2,0,0.142941021
1277,1,1,0,0.124502459
1278,1,2,1,0.64274337
1280,1,2,1,0.338502303
1281,1,1,1,0.565893608
1284,1,1,0,0.122450505
1285,1,2,1,0.178050894
1287,1,1,0,0.111322644
1289,1,2,1,0.028507847
1290,1,1,0,0.150522086
1291,1,1,0,0.280043313
1292,1,2,0,0.374750632
1293,1,2,1,0.497847002
1294,1,1,1,0.21528543
1295,1,2,1,0.199475388
1297,1,1,0,0.219740944
1298,1,2,1,0.419058962
1299,1,1,1,0.440505987
1300,1,2,0,0.283622198
1301,1,1,1,0.26239433
1302,1,2,1,0.35929288
1304,1,2,0,0.411396653
1305,1,1,1,0.265400744
1306,1,2,1,0.47977097
1307,1,2,0,0.262387844
1308,1,2,1,0.437646702
1309,1,2,1,0.483403109
1310,1,1,1,0.331113428
1311,1,1,1,0.276262339
1312,1,2,0,0.292838065
1314,1,2,1,0.243369641
1316,1,2,0,0.239936861
1317,1,2,1,0.374811395
1319,1,2,1,0.275918241
1321,1,1,0,0.204571305
1322,1,2,0,0.397680893
1324,1,1,1,0.278313609
1326,1,1,1,0.293180114
1327,1,1,1,0.288261025
1329,1,1,1,0.21969998
1330,1,2,0,0.296733056
1331,1,1,1,0.410721771
1332,1,2,0,0.239728286
1335,1,2,0,0.250702532
1336,1,2,0,0.293312223
1337,1,1,1,0.308223448
1338,1,1,0,0.269655193
1339,1,1,1,0.26396837
1340,1,2,1,0.183642475
1341,1,2,0,0.277535294
1342,1,2,1,0.424770363
1343,1,2,1,0.275692257
1344,1,2,0,0.221492153
1345,1,2,0,0.236855688
1346,1,2,1,0.373181029
1347,1,1,1,0.161118439
1348,1,2,0,0.294071763
1349,1,2,0,0.264748051
1350,1,1,1,0.248120095
1351,1,1,1,0.176895027
1352,1,2,0,0.142499976
1353,1,2,0,0.213356027
1354,1,1,0,0.253598684
1356,1,1,0,0.25083703
1357,1,2,1,0.549876016
1358,1,1,1,0.34653875
1359,1,1,1,0.261375351
1361,1,1,1,0.201850957
1363,1,2,0,0.255460496
1364,1,2,1,0.195606683
1365,1,2,1,0.289090887
1370,1,2,1,0.173184716
1371,1,1,0,0.228407212
1373,1,1,0,0.263675819
1375,1,2,1,0.180251341
1379,1,1,1,0.265598736
1381,1,1,1,0.328024404
1385,1,1,0,0.129224238
1389,1,2,0,0.212678757
1394,1,1,1,0.323533046
1395,1,1,0,0.295501406
1396,1,1,1,0.2725452
1397,1,1,1,0.137297211
1400,1,2,1,0.360130934
1401,1,1,0,0.169525269
1402,1,1,0,0.183852756
1404,1,1,1,0.241154515
1405,1,2,1,0.135236724
1406,1,2,1,0.173762649
1407,1,1,0,0.124124907
1408,1,1,0,0.17861449
1410,1,1,0,0.040597678
1411,1,2,1,0.323414251
1412,1,1,1,0.237261231
1413,1,1,0,0.172728651
1414,1,2,1,0.483290116
1417,1,2,0,0.113498172
1418,1,1,1,0.26915475
1420,1,1,1,0.268408181
1421,1,2,1,0.239041798
1423,1,1,0,0.143509055
1424,1,1,0,0.188141001
1425,1,2,0,0.073921521
1426,1,1,1,0.309631925
1427,1,2,1,0.295708615
1428,1,1,1,0.154058641
1429,1,1,0,0.136728154
1430,1,2,1,0.352890212
1431,1,1,0,0.151875262
1437,1,2,0,0.323765858
1439,1,2,1,0.800041578
1441,1,2,0,0.355595389
1443,1,2,1,0.339879511
1445,1,1,1,0.423998274
1447,1,2,1,0.554248421
1448,1,1,1,0.392350432
1449,1,1,1,0.411214743
1451,1,2,0,0.669618358
1453,1,1,1,0.428495791
1454,1,1,1,0.36354857
1455,1,1,1,0.346523889
1456,1,1,1,0.429240655
