PPT,Condition,Correct,RT
102,0,0,0.42425
102,0,1,0.33032
102,2,1,0.45934
102,1,1,0.45959
102,2,1,0.35374
102,1,1,0.40111
102,2,1,0.6833
102,1,0,0.3417
102,2,1,0.7301
102,2,1,0.40092
102,2,1,0.51787
102,0,1,0.47133
102,1,1,0.2951
102,2,1,0.34198
102,2,1,0.42464
102,0,1,0.38875
102,2,1,0.54195
102,1,1,0.35363
102,1,1,0.41239
102,1,1,0.33038
102,2,1,0.45955
102,1,0,0.24792
102,2,1,0.37726
102,2,1,0.42414
102,1,1,0.38886
102,2,1,0.57722
102,0,1,0.36553
102,1,1,0.54214
102,2,1,0.44777
102,0,1,0.41262
102,1,1,0.77718
102,0,1,0.40073
102,1,1,0.40085
102,1,1,0.37719
102,2,1,0.41256
102,1,0,0.3413
102,0,1,0.33027
102,0,1,0.34197
102,1,1,0.43592
102,2,0,0.33027
102,2,1,0.45958
102,1,1,0.69477
102,0,1,0.35389
102,0,1,0.35391
102,1,1,0.342
102,0,1,0.37732
102,2,1,0.4478
102,0,0,0.3655
102,0,1,0.41237
102,0,1,0.3068
102,0,1,0.37724
102,1,1,0.36551
102,0,1,0.44792
102,1,1,0.44779
102,1,1,0.4125
102,0,0,0.81253
102,2,0,0.35373
102,2,1,0.49505
102,0,1,0.4243
102,2,1,0.50581
102,1,1,0.45963
102,1,1,0.54202
102,0,1,0.58888
102,2,1,0.51851
103,2,0,0.36555
103,1,1,0.33032
103,0,1,0.30676
103,1,1,0.27145
103,1,1,0.34178
103,1,1,0.23615
103,2,0,0.27139
103,1,1,0.36484
103,1,1,0.34183
103,1,1,0.34194
103,1,1,0.37734
103,0,1,0.31785
103,1,1,0.28305
103,2,1,0.50666
103,1,1,0.40089
103,2,0,0.38909
103,2,1,0.35368
103,1,1,0.40074
103,2,1,0.35373
103,0,1,0.31843
103,2,1,0.38893
103,1,1,0.25982
103,1,1,0.30679
103,1,1,0.22371
103,0,1,0.35385
103,0,1,0.28318
103,2,1,0.35282
103,2,1,0.33028
103,1,1,0.29483
103,0,1,0.34126
103,1,0,0.31846
103,1,1,0.34199
103,2,1,0.36554
103,0,1,0.37683
103,2,1,0.23607
103,2,1,0.25941
103,0,0,0.23625
103,1,1,0.28334
103,2,1,0.28325
103,1,1,0.33038
103,1,1,0.41247
103,1,1,0.38894
103,2,1,0.37729
103,1,1,0.36581
103,1,0,0.22421
103,0,0,0.24789
103,2,1,0.33015
103,2,1,0.34198
103,2,1,0.60067
103,0,1,0.28317
103,1,1,0.35374
103,2,1,0.2596
103,1,1,0.33047
103,1,1,0.23612
103,0,1,0.35321
103,2,0,0.42428
103,2,0,0.35384
103,1,1,0.4244
103,1,1,0.36557
103,1,1,0.40084
103,2,1,0.37742
103,1,0,0.29458
103,1,1,0.35375
103,0,1,0.34201
103,0,1,0.34202
103,0,0,0.29482
103,0,1,0.36543
103,0,1,0.36563
103,2,1,0.41256
103,2,0,0.35372
103,2,1,0.45946
103,2,1,0.37734
103,2,0,0.35384
103,0,1,0.31846
103,0,1,0.35396
103,1,1,0.37672
103,2,1,0.55371
103,0,1,0.36535
103,0,1,0.35372
103,2,1,0.70663
103,0,1,0.31847
103,2,1,0.35399
103,1,1,0.38897
103,1,1,0.41241
103,1,0,0.23603
103,1,1,0.27137
103,0,1,0.38905
103,0,1,0.32994
103,2,1,0.22456
